X,Y,Timestamp,ID,scalerank,featurecla,labelrank,country,sov_a3,adm0_dif,level,type,admin,adm0_a3,geou_dif,geounit,gu_a3,su_dif,subunit,su_a3,brk_diff,name,name_long,brk_a3,brk_name,brk_group,abbrev,postal,formal_en,formal_fr,note_adm0,note_brk,name_sort,name_alt,mapcolor7,mapcolor8,mapcolor9,mapcolor13,pop_est,gdp_md_est,pop_year,lastcensus,gdp_year,economy,income_grp,wikipedia,fips_10,iso_a2,iso_a3,iso_n3,un_a3,wb_a2,wb_a3,woe_id,adm0_a3_is,adm0_a3_us,adm0_a3_un,adm0_a3_wb,continent,region_un,subregion,region_wb,name_len,long_len,abbrev_len,tiny,homepart
2.1761,41.4493,2020/10/14 17:20:23+00,pvAmhOS6E8FZ,"1",Admin-0 country,2,Spain,ESP,0,2,Sovereign country,Spain,ESP,0,Spain,ESP,0,Spain,ESP,0,Spain,Spain,ESP,Spain,,Sp.,E,Kingdom of Spain,,,,Spain,,4,5,5,5,40525002,1403000,,2001,,2. Developed region: nonG7,1. High income: OECD,,,ES,ESP,"724","724",ES,ESP,,ESP,ESP,,,Europe,Europe,Southern Europe,Europe & Central Asia,5,5,3,,1
-2.048,53.409,2020/10/14 21:19:04+00,42WL1YXAtSep,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.1319,53.6258,2020/10/14 21:33:37+00,gSReipe7M56f,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-4.1037,51.7886,2020/10/15 10:31:56+00,uG1lqy9s5Shp,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-4.1037,51.7886,2020/10/15 10:31:56+00,4CsvKqFNHRnV,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
23.703,35.5018,2020/10/15 15:27:46+00,lnQJMEZVjNTH,"1",Admin-0 country,3,Greece,GRC,0,2,Sovereign country,Greece,GRC,0,Greece,GRC,0,Greece,GRC,0,Greece,Greece,GRC,Greece,,Greece,GR,Hellenic Republic,,,,Greece,,2,2,2,9,10737428,343000,,2011,,2. Developed region: nonG7,1. High income: OECD,,,GR,GRC,"300","300",GR,GRC,,GRC,GRC,,,Europe,Europe,Southern Europe,Europe & Central Asia,6,6,6,,1
-2.1319,53.6258,2020/10/15 19:41:32+00,YI6wcs5S76wi,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
6.7788,51.2418,2020/10/16 13:36:33+00,QlURF0Parr2X,"1",Admin-0 country,2,Germany,DEU,0,2,Sovereign country,Germany,DEU,0,Germany,DEU,0,Germany,DEU,0,Germany,Germany,DEU,Germany,,Ger.,D,Federal Republic of Germany,,,,Germany,,2,5,5,1,82329758,2918000,,2011,,1. Developed region: G7,1. High income: OECD,,,DE,DEU,"276","276",DE,DEU,,DEU,DEU,,,Europe,Europe,Western Europe,Europe & Central Asia,7,7,4,,1
-2.048,53.409,2020/10/16 15:07:05+00,Cxf4xH9iZQZ9,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
1.1393,52.0683,2020/10/16 19:05:37+00,BkZTdmNFIbDd,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
0.2005,51.4043,2020/10/16 23:49:19+00,pFU0IMbaf4y5,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
4.4578,52.1586,2020/10/17 02:31:32+00,naHgLnjhNsB7,"1",Admin-0 country,5,Netherlands,NL1,1,2,Country,Netherlands,NLD,0,Netherlands,NLD,0,Netherlands,NLD,0,Netherlands,Netherlands,NLD,Netherlands,,Neth.,NL,Kingdom of the Netherlands,,,,Netherlands,,4,2,2,9,16715999,672000,,2011,,2. Developed region: nonG7,1. High income: OECD,,,NL,NLD,"528","528",NL,NLD,,NLD,NLD,,,Europe,Europe,Western Europe,Europe & Central Asia,11,11,5,,1
-0.1883,51.5155,2020/10/17 10:25:05+00,drtOBJJq1iSy,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/17 16:32:50+00,j4AKkMNFpLee,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
13.7823,55.4311,2020/10/18 09:24:06+00,K7luiGECoh64,"1",Admin-0 country,3,Sweden,SWE,0,2,Sovereign country,Sweden,SWE,0,Sweden,SWE,0,Sweden,SWE,0,Sweden,Sweden,SWE,Sweden,,Swe.,S,Kingdom of Sweden,,,,Sweden,,1,4,2,4,9059651,344300,,,,2. Developed region: nonG7,1. High income: OECD,,,SE,SWE,"752","752",SE,SWE,,SWE,SWE,,,Europe,Europe,Northern Europe,Europe & Central Asia,6,6,4,,1
-6.3279,53.3566,2020/10/18 12:12:38+00,OJAmxJ979Br1,"1",Admin-0 country,3,Ireland,IRL,0,2,Sovereign country,Ireland,IRL,0,Ireland,IRL,0,Ireland,IRL,0,Ireland,Ireland,IRL,Ireland,,Ire.,IRL,Ireland,,,,Ireland,,2,3,2,2,4203200,188400,,2011,,2. Developed region: nonG7,1. High income: OECD,,,IE,IRL,"372","372",IE,IRL,,IRL,IRL,,,Europe,Europe,Northern Europe,Europe & Central Asia,7,7,4,,1
-2.8228,53.4034,2020/10/18 15:43:42+00,KOo91Ge47Qye,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/18 22:09:32+00,Xc2p7btMqENH,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/18 22:15:50+00,ZRHML9K0mxBA,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/18 22:15:50+00,BHieOy6mCiFi,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/18 22:15:50+00,NtgdQFaWYqdB,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-4.4499,50.4571,2020/10/19 08:13:14+00,Qd8wVQulfB4T,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.6956,53.322,2020/10/19 10:21:27+00,mBLJGSXFqu9u,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/19 15:29:59+00,vuM7pc2xvlx4,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/19 16:37:07+00,EKgOOvcKAoUg,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.8225,53.4033,2020/10/20 08:01:01+00,nSH4lrPc23Pu,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-6.1153,36.7031,2020/10/20 08:01:02+00,SG1CzIOmtx6y,"1",Admin-0 country,2,Spain,ESP,0,2,Sovereign country,Spain,ESP,0,Spain,ESP,0,Spain,ESP,0,Spain,Spain,ESP,Spain,,Sp.,E,Kingdom of Spain,,,,Spain,,4,5,5,5,40525002,1403000,,2001,,2. Developed region: nonG7,1. High income: OECD,,,ES,ESP,"724","724",ES,ESP,,ESP,ESP,,,Europe,Europe,Southern Europe,Europe & Central Asia,5,5,3,,1
14.4477,50.0768,2020/10/21 09:49:42+00,CuFvrYUq5Ko1,"1",Admin-0 country,5,Czech Republic,CZE,0,2,Sovereign country,Czech Republic,CZE,0,Czech Republic,CZE,0,Czech Republic,CZE,0,Czech Rep.,Czech Republic,CZE,Czech Rep.,,Cz. Rep.,CZ,Czech Republic,,,,Czech Republic,,1,1,2,6,10211904,265200,,2011,,2. Developed region: nonG7,1. High income: OECD,,,CZ,CZE,"203","203",CZ,CZE,,CZE,CZE,,,Europe,Europe,Eastern Europe,Europe & Central Asia,10,14,8,,1
-2.048,53.409,2020/10/21 12:23:48+00,LCLBQFzYsMWb,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.9615,51.5884,2020/10/21 16:26:23+00,yoQSnu6V2Brw,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-1.0021,50.8777,2020/10/21 17:07:34+00,hZWPOahYuvwK,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-8.1641,41.6775,2020/10/22 13:42:06+00,XfSMjhTG7jhv,"1",Admin-0 country,2,Portugal,PRT,0,2,Sovereign country,Portugal,PRT,0,Portugal,PRT,1,Portugal,PR1,0,Portugal,Portugal,PR1,Portugal,,Port.,P,Portuguese Republic,,,,Portugal,,1,7,1,4,10707924,208627,,2011,0,2. Developed region: nonG7,1. High income: OECD,,,PT,PRT,"620","620",PT,PRT,,PRT,PRT,,,Europe,Europe,Southern Europe,Europe & Central Asia,8,8,5,,1
6.9603,45.948,2020/10/22 15:31:07+00,EJCrlRQ5YSsE,"1",Admin-0 country,2,France,FR1,1,2,Country,France,FRA,0,France,FRA,0,France,FRA,0,France,France,FRA,France,,Fr.,F,French Republic,,,,France,,7,5,9,11,64057792,2128000,,,,1. Developed region: G7,1. High income: OECD,,,FR,FRA,"250","250",FR,FRA,,FRA,FRA,,,Europe,Europe,Western Europe,Europe & Central Asia,6,6,3,,1
-1.5268,51.7877,2020/10/22 16:40:30+00,bsy51p7X1icX,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-1.5268,51.7877,2020/10/22 16:40:30+00,JeY94DvNlnQy,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-1.3391,52.0464,2020/10/22 19:15:46+00,lXHQdn1PKpll,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/22 22:54:46+00,ORwLKwnH5KWr,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.5458,51.4596,2020/10/22 23:49:39+00,kGXl7hgNH7S3,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
0.2116,51.5953,2020/10/23 05:20:19+00,lYUKwYDxRt1T,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-5.009,51.8437,2020/10/23 13:07:30+00,1PFNFA5GE8R7,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
36.4103,49.9174,2020/10/23 14:00:12+00,aZss0BttK3tr,"1",Admin-0 country,3,Ukraine,UKR,0,2,Sovereign country,Ukraine,UKR,0,Ukraine,UKR,0,Ukraine,UKR,0,Ukraine,Ukraine,UKR,Ukraine,,Ukr.,UA,Ukraine,,,,Ukraine,,5,1,6,3,45700395,339800,,2001,,6. Developing region,4. Lower middle income,,,UA,UKR,"804","804",UA,UKR,,UKR,UKR,,,Europe,Europe,Eastern Europe,Europe & Central Asia,7,7,4,,1
-2.1848,53.5918,2020/10/23 18:15:53+00,CMfEB8M47Qrh,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.7098,53.4686,2020/10/23 20:11:02+00,eovDWX5lbQ3Q,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
5.9267,52.5606,2020/10/24 08:00:11+00,9thLjy3YFdiO,"1",Admin-0 country,5,Netherlands,NL1,1,2,Country,Netherlands,NLD,0,Netherlands,NLD,0,Netherlands,NLD,0,Netherlands,Netherlands,NLD,Netherlands,,Neth.,NL,Kingdom of the Netherlands,,,,Netherlands,,4,2,2,9,16715999,672000,,2011,,2. Developed region: nonG7,1. High income: OECD,,,NL,NLD,"528","528",NL,NLD,,NLD,NLD,,,Europe,Europe,Western Europe,Europe & Central Asia,11,11,5,,1
-1.1117,51.2571,2020/10/24 08:59:31+00,VzSjUkYbAhzD,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-1.4623,50.9215,2020/10/24 15:11:40+00,nnaI63J580gN,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
-2.048,53.409,2020/10/24 16:02:37+00,nhidMO72k2ei,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
12.5616,55.7385,2020/10/25 12:21:50+00,3U0lGldFQTSu,"1",Admin-0 country,4,Denmark,DN1,1,2,Country,Denmark,DNK,0,Denmark,DNK,0,Denmark,DNK,0,Denmark,Denmark,DNK,Denmark,,Den.,DK,Kingdom of Denmark,,,,Denmark,,4,1,3,12,5500510,203600,,2011,,2. Developed region: nonG7,1. High income: OECD,,,DK,DNK,"208","208",DK,DNK,,DNK,DNK,,,Europe,Europe,Northern Europe,Europe & Central Asia,7,7,4,,1
-5.8702,54.6962,2020/10/25 17:00:19+00,27vfoIyRnzS0,"1",Admin-0 country,2,United Kingdom,GB1,1,2,Country,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,GBR,0,United Kingdom,United Kingdom,GBR,United Kingdom,,U.K.,GB,United Kingdom of Great Britain and Northern Ireland,,,,United Kingdom,,6,6,6,3,62262000,1977704,0,2011,2009,1. Developed region: G7,1. High income: OECD,,,GB,GBR,"826","826",GB,GBR,,GBR,GBR,,,Europe,Europe,Northern Europe,Europe & Central Asia,14,14,4,,1
